Date,Price,Open,High,Low,Vol.,Change %
"Jan 17, 2022",2890.1,2918.55,2919.67,2875.98,593.26M,-1.09%
"Jan 14, 2022",2921.92,2937.61,2944.97,2914.73,532.67M,-1.36%
"Jan 13, 2022",2962.09,2979.91,2982.14,2958.39,604.87M,-0.35%
"Jan 12, 2022",2972.48,2950.78,2972.58,2950.31,519.50M,1.54%
"Jan 11, 2022",2927.38,2930.93,2943.57,2909.82,566.17M,0.02%
"Jan 10, 2022",2926.72,2947.37,2951.12,2910.9,477.40M,-0.95%
"Jan 07, 2022",2954.89,2933.78,2959.03,2933.1,546.17M,1.18%
"Jan 06, 2022",2920.53,2925.4,2952.54,2915.38,786.04M,-1.13%
"Jan 05, 2022",2953.97,2984.05,2986.2,2936.73,787.35M,-1.18%
"Jan 04, 2022",2989.24,2991.97,2995.25,2973.08,621.55M,0.02%
"Jan 03, 2022",2988.77,2998.32,3010.77,2979.42,435.82M,0.37%
"Dec 30, 2021",2977.65,2999.75,3005.36,2975.74,461.04M,-0.52%
"Dec 29, 2021",2993.29,3002.9,3007.72,2988.67,545.83M,-0.89%
"Dec 28, 2021",3020.24,3006.77,3020.29,2991.55,607.05M,0.69%
"Dec 27, 2021",2999.55,3013.94,3017.31,2999.3,475.36M,-0.43%
"Dec 24, 2021",3012.43,3009.48,3025.77,3009.48,537.55M,0.48%
"Dec 23, 2021",2998.17,2998.02,3000.7,2980.91,483.84M,0.46%
"Dec 22, 2021",2984.48,2993.5,3000.79,2976.65,461.76M,0.32%
"Dec 21, 2021",2975.03,2981.67,2984.56,2955.9,410.98M,0.41%
"Dec 20, 2021",2963,3001.33,3001.33,2962.07,377.58M,-1.81%
"Dec 17, 2021",3017.73,2985.2,3017.73,2984.19,451.82M,0.38%
"Dec 16, 2021",3006.41,3013.26,3018.2,2989.63,402.82M,0.57%
"Dec 15, 2021",2989.39,2979.83,2992.3,2973,432.87M,0.05%
"Dec 14, 2021",2987.95,2983.95,3001.7,2976.16,581.57M,-0.46%
"Dec 13, 2021",3001.66,3019.67,3043.83,3000.51,375.83M,-0.28%
"Dec 10, 2021",3010.23,3008.7,3017.64,2998.29,451.60M,-0.64%
"Dec 09, 2021",3029.57,3007,3029.57,3001.55,513.44M,0.93%
"Dec 08, 2021",3001.8,3017.93,3036.13,2995.34,488.25M,0.34%
"Dec 07, 2021",2991.72,2973.84,2992.31,2960.9,541.37M,0.62%
"Dec 06, 2021",2973.25,2954.82,2983.5,2932.49,479.91M,0.17%
"Dec 03, 2021",2968.33,2935.93,2975.44,2927.55,486.75M,0.78%
"Dec 02, 2021",2945.27,2874.64,2945.27,2874.64,534.46M,1.57%
"Dec 01, 2021",2899.72,2860.12,2905.74,2837.03,563.93M,2.14%
"Nov 30, 2021",2839.01,2932.71,2942.93,2822.73,983.56M,-2.42%
"Nov 29, 2021",2909.32,2906.15,2930.22,2890.78,844.40M,-0.92%
"Nov 26, 2021",2936.44,2973.04,2985.77,2930.31,595.60M,-1.47%
"Nov 25, 2021",2980.27,2996.74,2996.74,2973.24,595.97M,-0.47%
"Nov 24, 2021",2994.29,3006.34,3017.9,2981.02,556.64M,-0.10%
"Nov 23, 2021",2997.33,3013.16,3016.36,2992.14,524.23M,-0.53%
"Nov 22, 2021",3013.25,2983.38,3018.01,2980.73,530.96M,1.42%
"Nov 19, 2021",2971.02,2951.06,2974.64,2948.07,657.09M,0.80%
"Nov 18, 2021",2947.38,2959.26,2964.48,2937.53,541.65M,-0.51%
"Nov 17, 2021",2962.42,3004.02,3004.67,2957.7,541.49M,-1.16%
"Nov 16, 2021",2997.21,2995.68,3011.88,2985.34,579.65M,-0.08%
"Nov 15, 2021",2999.52,2989.68,3003.71,2979.96,639.40M,1.03%
"Nov 12, 2021",2968.8,2945.95,2973.84,2938.27,665.73M,1.50%
"Nov 11, 2021",2924.92,2911.41,2925.19,2903.72,572.86M,-0.18%
